,image_path_rel,capture_id,capture_date_local,capture_time_local,label
59,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/H07/H07_R1/S1_H07_R1_PICT0271.JPG,SER_S1#H07#1#271,2010-08-15,13:26:42,34
60,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/C01/C01_R1/S10_C01_R1_IMAG2458.JPG,SER_S10#C01#1#988,2015-03-14,10:56:43,48
61,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/F05/F05_R2/S1_F05_R2_PICT1918.JPG,SER_S1#F05#2#640,2010-09-27,14:08:20,15
62,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/H02/H02_R2/S10_H02_R2_IMAG3402.JPG,SER_S10#H02#2#1626,2015-05-09,11:43:35,13
63,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/C01/C01_R1/S10_C01_R1_IMAG0770.JPG,SER_S10#C01#1#320,2015-03-10,11:28:25,48
64,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/H02/H02_R1/S1_H02_R1_PICT0458.JPG,SER_S1#H02#1#154,2010-09-22,09:03:50,45
65,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/G07/G07_R2/S10_G07_R2_IMAG0099.JPG,SER_S10#G07#2#37,2015-04-06,12:45:49,4
66,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/H02/H02_R2/S10_H02_R2_IMAG1259.JPG,SER_S10#H02#2#669,2015-03-07,00:29:11,48
67,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/I13/I13_R1/S1_I13_R1_PICT1466.JPG,SER_S1#I13#1#490,2010-10-10,10:27:00,18
68,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/C13/C13_R1/S10_C13_R1_IMAG1513.JPG,SER_S10#C13#1#541,2015-02-26,16:13:26,17
69,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/I02/I02_R1/S1_I02_R1_PICT2135.JPG,SER_S1#I02#1#713,2010-09-22,20:51:14,49
70,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/E08/E08_R2/S1_E08_R2_PICT1970.JPG,SER_S1#E08#2#658,2010-08-19,11:46:36,15
71,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/K09/K09_R1/S1_K09_R1_PICT5312.JPG,SER_S1#K09#1#1073,2010-10-06,17:44:28,15
72,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/I02/I02_R2/S10_I02_R2_IMAG0056.JPG,SER_S10#I02#2#28,2015-02-26,18:34:34,25
73,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/G01/G01_R2/S10_G01_R2_IMAG0231.JPG,SER_S10#G01#2#96,2015-03-25,17:46:40,4
74,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/H01/H01_R1/S1_H01_R1_PICT2822.JPG,SER_S1#H01#1#942,2010-09-29,13:03:28,15
75,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/H04/H04_R2/S10_H04_R2_IMAG0494.JPG,SER_S10#H04#2#179,2015-05-11,13:48:08,48
76,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/E09/E09_R2/S10_E09_R2_IMAG0268.JPG,SER_S10#E09#2#90,2015-03-26,13:48:38,15
77,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/F02/F02_R2/S10_F02_R2_IMAG0230.JPG,SER_S10#F02#2#93,2015-03-08,18:03:36,49
78,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/H07/H07_R1/S1_H07_R1_PICT0256.JPG,SER_S1#H07#1#256,2010-08-14,19:58:06,4
79,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/B13/B13_R2/S10_B13_R2_IMAG0077.JPG,SER_S10#B13#2#27,2015-03-24,17:01:48,4
80,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/E08/E08_R2/S1_E08_R2_PICT1265.JPG,SER_S1#E08#2#423,2010-08-16,12:59:04,15
81,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/D09/D09_R1/S1_D09_R1_PICT0043.JPG,SER_S1#D09#1#43,2010-07-31,15:49:36,18
82,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/I01/I01_R2/S10_I01_R2_IMAG0292.JPG,SER_S10#I01#2#126,2015-03-07,10:53:25,48
83,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/B07/B07_R1/S1_B07_R1_PICT0492.JPG,SER_S1#B07#1#165,2010-09-25,12:33:26,49
84,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/H07/H07_R1/S1_H07_R1_PICT0254.JPG,SER_S1#H07#1#254,2010-08-14,16:49:56,45
85,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/Q12/Q12_R1/S1_Q12_R1_PICT1172.JPG,SER_S1#Q12#1#392,2010-10-18,14:16:44,15
86,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/D03/D03_R7/S1_D03_R7_PICT0211.JPG,SER_S1#D03#7#71,2010-08-30,19:07:14,4
87,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/I03/I03_R3/S10_I03_R3_IMAG1407.JPG,SER_S10#I03#3#507,2015-05-24,02:26:24,48
88,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/C13/C13_R1/S10_C13_R1_IMAG2961.JPG,SER_S10#C13#1#1045,2015-03-03,08:28:40,48
89,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/N05/N05_R1/S1_N05_R1_PICT1349.JPG,SER_S1#N05#1#451,2010-09-13,06:19:16,34
90,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/C04/C04_R1/S10_C04_R1_IMAG4117.JPG,SER_S10#C04#1#2126,2015-03-15,10:46:34,48
91,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/I06/I06_R1/S10_I06_R1_IMAG0974.JPG,SER_S10#I06#1#349,2015-03-02,13:48:08,49
92,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/K09/K09_R1/S1_K09_R1_PICT3596.JPG,SER_S1#K09#1#501,2010-09-21,21:53:20,15
93,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/F10/F10_R1/S10_F10_R1_IMAG3814.JPG,SER_S10#F10#1#1303,2015-03-28,11:04:57,15
94,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/H07/H07_R1/S10_H07_R1_IMAG1136.JPG,SER_S10#H07#1#395,2015-03-08,08:27:38,4
95,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/K03/K03_R1/S1_K03_R1_PICT0299.JPG,SER_S1#K03#1#101,2010-09-21,09:55:20,17
96,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/H02/H02_R2/S1_H02_R2_PICT0910.JPG,SER_S1#H02#2#304,2010-10-31,07:26:30,49
97,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/C07/C07_R2/S1_C07_R2_PICT0722.JPG,SER_S1#C07#2#242,2010-10-16,16:48:20,15
98,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/H07/H07_R1/S10_H07_R1_IMAG0378.JPG,SER_S10#H07#1#133,2015-03-04,09:37:49,48
99,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/I13/I13_R1/S1_I13_R1_PICT1610.JPG,SER_S1#I13#1#538,2010-10-14,15:48:10,23
100,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/F10/F10_R1/S1_F10_R1_PICT0188.JPG,SER_S1#F10#1#64,2010-10-09,14:24:00,30
101,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/I07/I07_R1/S1_I07_R1_PICT1540.JPG,SER_S1#I07#1#515,2010-09-17,19:23:14,10
102,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/D02/D02_R1/S1_D02_R1_PICT1397.JPG,SER_S1#D02#1#465,2010-10-01,09:30:54,45
103,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/D05/D05_R5/S1_D05_R5_PICT0464.JPG,SER_S1#D05#5#156,2010-10-02,13:50:54,15
104,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/M09/M09_R1/S1_M09_R1_PICT0547.JPG,SER_S1#M09#1#183,2010-10-27,13:35:26,48
105,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/C07/C07_R2/S10_C07_R2_IMAG1268.JPG,SER_S10#C07#2#474,2015-04-06,16:02:04,48
106,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/E07/E07_R1/S1_E07_R1_PICT0134.JPG,SER_S1#E07#1#46,2010-09-19,07:34:46,15
107,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/H07/H07_R1/S1_H07_R1_PICT0198.JPG,SER_S1#H07#1#198,2010-08-08,14:32:20,15
108,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/C01/C01_R1/S10_C01_R1_IMAG1395.JPG,SER_S10#C01#1#561,2015-03-11,16:01:50,49
109,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/H08/H08_R1/S1_H08_R1_PICT0026.JPG,SER_S1#H08#1#10,2010-08-31,13:53:54,13
110,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/E03/E03_R2/S10_E03_R2_IMAG0396.JPG,SER_S10#E03#2#228,2015-03-06,16:59:13,34
111,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S10/I01/I01_R1/S10_I01_R1_IMAG0194.JPG,SER_S10#I01#1#91,2015-01-28,00:07:20,14
112,/mnt/DADOS_PARIS_2/alexandre/512_/mnt/DADOS_PARIS_2/alexandre/dataset-serengethi-18-02-23/S1/E08/E08_R2/S1_E08_R2_PICT2297.JPG,SER_S1#E08#2#767,2010-08-20,10:40:56,15
